"","PointID","AvgMaxHt","SdMaxHt","AvgMaxLeaf","SdMaxLeaf","AvgEff_Ht","SdEff_Ht","AvgRemoved","SdRemoved","n","TheorID","Year","Date","PastureName","PastureID_YearOfSurvey","ObsID1","ObsID2","StartTime","EndTime","New_YearOfSurveyID","New_CurrentYearID","Site","Treatment","ALLOT_NAME","PAST_NAME","Area_ha","StudyPasture_Yes_No","YearStudyStart","YearStudyEnd","ADMIN_ORG_","Shape_Length","Shape_Area","PreTrt_Pasture_Yes_No","Grazed2018","CombinedPasture","Pst_2015Earlier","Pst_2016","DomShrub","Pst_2018","Pst_2019","Comment","Position","HomeState","Original_Site_Assignment","Start_Date","End_Date","Performance_Rating","minsatplot","daysemployeed","AvgShrubHt","PctShrubCover","Species"
"120","BIBU138_17",56,18.5649324377416,38.8529411764706,14.7671122146704,2.10294117647059,2.03065834396655,0,0,68,"BIBU138",2017,2017-07-20,"Butte South",12,67,94,1899-12-30 07:28:00,1899-12-30 08:11:00,12,12,"BIBU","Spring Even Years","Big Butte","Butte South",1711.4171143,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19299.3565395558,17114170.7387816,"No","Yes","No",0,0,1,1,1,"Includes a small section of Serviceberry.Study originally began 2017, currently on hold ","Range Technician",NA,"BIBU",2017-05-01,2017-08-09,"Excellent",43,100,88.5,6.95,"ARTRT"
"121","BIBU138_18",47.0166666666667,25.1884367246713,27.0333333333333,16.633605627109,5.61666666666667,5.3205443415496,3.13333333333333,8.68364265256891,60,"BIBU138",2018,2018-07-31,"Butte South",NA,471057387,94,1899-12-30 07:32:00,1899-12-30 08:55:00,12,12,"BIBU","Spring Even Years","Big Butte","Butte South",1711.4171143,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19299.3565395558,17114170.7387816,"No","Yes","No",0,0,1,1,1,"Includes a small section of Serviceberry.Study originally began 2017, currently on hold ","Research Technician","AL","BIBU",2018-04-09,NA,"Poor",83,NA,35.9090909090909,10.75,"ARTRW8"
"122","BIBU140_18",35.6578947368421,11.9382328469825,22.9473684210526,9.51895615683723,2.86842105263158,1.39849543212848,0.263157894736842,2.29415733870562,76,"BIBU140",2018,2018-07-25,"Serviceberry",NA,97,94,1899-12-30 13:10:00,1899-12-30 14:15:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Crew Leader","MS","BIBU",2018-02-20,2018-08-25,"Excellent",65,185.958333333333,23.1428571428571,18.35,"CHVI8"
"123","BIBU141_18",47.1084337349398,14.6220782348865,27.0963855421687,14.7529364235679,5.25301204819277,3.75091329852128,0.578313253012048,1.60122271822467,83,"BIBU141",2018,2018-07-23,"Serviceberry",NA,471057387,94,1899-12-30 12:57:00,1899-12-30 14:36:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Research Technician","AL","BIBU",2018-04-09,NA,"Poor",99,NA,31,12.4666666666667,"ARTR4"
"124","BIBU148_17",50.8571428571429,24.4942067724908,33.5454545454545,21.2723847762066,1.63636363636364,1.22376781110732,0,0,77,"BIBU148",2017,2017-07-29,"Serviceberry",13,74,94,1899-12-30 09:00:00,1899-12-30 09:48:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Range Technician","NE","BIBU",2017-05-01,2017-08-09,"Excellent",48,100,40.2564102564103,22.8666666666667,"ARTR4"
"125","BIBU148_18",40.873417721519,11.6798830875423,26.3291139240506,12.7296559856304,1.40506329113924,0.855135127150362,1.07594936708861,5.16837561124788,79,"BIBU148",2018,2018-07-20,"Serviceberry",NA,97,94,1899-12-30 09:45:00,1899-12-30 10:57:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Crew Leader","MS","BIBU",2018-02-20,2018-08-25,"Excellent",72,185.958333333333,40,28.2,"ARTR4"
"126","BIBU153_16",34.7230769230769,12.5256083838118,17.2615384615385,11.7383944322106,3.24615384615385,2.31861198531827,2.15384615384615,11.0739429083982,65,"BIBU153",2016,2016-07-29,"Serviceberry",776,37,94,1899-12-30 13:06:00,1899-12-30 13:50:00,776,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Crew Leader",NA,"BIBU",NA,NA,NA,44,NA,NA,14.0666666666667,"ARTR4"
"127","BIBU155_16",28.7432432432432,15.0924646087847,14.6216216216216,9.03524711809287,3.32432432432432,2.4778918796722,3.72972972972973,14.7799357676485,74,"BIBU155",2016,2016-07-25,"Sunset",777,37,94,1899-12-30 08:30:00,1899-12-30 09:29:00,777,18,"BIBU","Non-Treatment","Big Butte","Sunset South",3720.5148926,"No",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",28571.4555643333,37205148.6962541,"No",NA,"No",0,0,1,1,1,"Study originall began 2017. Pasture burned 2017, no longer part of study","Crew Leader",NA,"BIBU",NA,NA,NA,59,NA,NA,13.9333333333333,"ARTRW8"
"128","BIBU157_16",37.3466666666667,15.8536323174741,17.3066666666667,11.419487058738,3.26666666666667,2.63722485862601,5.53333333333333,13.6701819254125,75,"BIBU157",2016,2016-07-21,"Sunset",777,83,94,1899-12-30 09:04:00,1899-12-30 10:25:00,777,21,"BIBU","Spring and Fall","Big Butte","Sunset North",1773.7658691,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",18652.1529826502,17737658.1255393,"No","Yes","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018 (Fall of even years, Spring of odd) ","Volunteer","WI","JISA",2016-05-25,2016-08-05,"Excellent",81,72,NA,19.2166666666667,"ARTR4"
"129","BIBU157_17",44.5394736842105,13.8510560747535,26.0263157894737,11.0223695990902,1.81578947368421,1.21885767630504,0,0,76,"BIBU157",2017,2017-08-03,"Sunset North",21,74,3,1899-12-30 07:55:00,1899-12-30 08:28:00,21,21,"BIBU","Spring and Fall","Big Butte","Sunset North",1773.7658691,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",18652.1529826502,17737658.1255393,"No","Yes","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018 (Fall of even years, Spring of odd) ","Range Technician","NE","BIBU",2017-05-01,2017-08-09,"Excellent",33,100,43.9583333333333,19.7333333333333,"ARTR4"
"130","BIBU157_18",32.375,12.335371595743,16.375,10.5162622709734,3.1125,2.2613637086468,4.6625,10.5505939001352,80,"BIBU157",2018,2018-08-03,"Sunset North",NA,471057387,10,1899-12-30 08:15:00,1899-12-30 09:00:00,21,21,"BIBU","Spring and Fall","Big Butte","Sunset North",1773.7658691,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",18652.1529826502,17737658.1255393,"No","Yes","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018 (Fall of even years, Spring of odd) ","Research Technician","AL","BIBU",2018-04-09,NA,"Poor",45,NA,35.8918918918919,21.8666666666667,"ARTR4"
"131","BIBU159_16",36.9230769230769,13.789483317001,19,10.6661255273991,5.85897435897436,3.35255033364061,0.666666666666667,2.71439963306168,78,"BIBU159",2016,2016-07-22,"Sunset",777,41,94,1899-12-30 14:26:00,1899-12-30 15:10:00,777,18,"BIBU","Non-Treatment","Big Butte","Sunset South",3720.5148926,"No",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",28571.4555643333,37205148.6962541,"No",NA,"No",0,0,1,1,1,"Study originall began 2017. Pasture burned 2017, no longer part of study","Range Technician",NA,"All Sites",NA,NA,NA,44,NA,NA,9.95,"ARTR4"
"132","BIBU159_17",41.3855421686747,15.9991092170487,21.8795180722892,10.9615710000576,1.55421686746988,0.769114347300981,0.0120481927710843,0.10976425998969,83,"BIBU159",2017,2017-08-04,"Sunset South",18,67,94,1899-12-30 09:23:00,1899-12-30 10:14:00,18,18,"BIBU","Non-Treatment","Big Butte","Sunset South",3720.5148926,"No",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",28571.4555643333,37205148.6962541,"No",NA,"No",0,0,1,1,1,"Study originall began 2017. Pasture burned 2017, no longer part of study","Range Technician",NA,"BIBU",2017-05-01,2017-08-09,"Excellent",51,100,34.5769230769231,15.3666666666667,"ARTRW8"
"133","BIBU161_16",29.1585365853659,15.6556064285863,15.8048780487805,10.6149661692851,4.09756097560976,2.90852198729132,0.865853658536585,3.91187554121099,82,"BIBU161",2016,2016-07-22,"Sunset",777,41,94,1899-12-30 13:14:00,1899-12-30 14:00:00,777,21,"BIBU","Spring and Fall","Big Butte","Sunset North",1773.7658691,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",18652.1529826502,17737658.1255393,"No","Yes","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018 (Fall of even years, Spring of odd) ","Range Technician",NA,"All Sites",NA,NA,NA,46,NA,NA,10.2666666666667,"ARTR4"
"134","BIBU161_17",45.6760563380282,14.4575977533192,29.0985915492958,11.7231820760375,1.84507042253521,1.34852180790612,0,0,71,"BIBU161",2017,2017-08-03,"Sunset North",21,74,3,1899-12-30 13:29:00,1899-12-30 14:01:00,21,21,"BIBU","Spring and Fall","Big Butte","Sunset North",1773.7658691,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",18652.1529826502,17737658.1255393,"No","Yes","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018 (Fall of even years, Spring of odd) ","Range Technician","NE","BIBU",2017-05-01,2017-08-09,"Excellent",32,100,43.0357142857143,14.85,"ARTR4"
"135","BIBU161_18",40.8289473684211,10.5405732391804,20.75,12.1173429430713,2.56578947368421,1.49964908175915,0.328947368421053,2.35733271810741,76,"BIBU161",2018,2018-08-06,"Sunset North",NA,97,94,1899-12-30 07:53:00,1899-12-30 08:35:00,21,21,"BIBU","Spring and Fall","Big Butte","Sunset North",1773.7658691,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",18652.1529826502,17737658.1255393,"No","Yes","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018 (Fall of even years, Spring of odd) ","Crew Leader","MS","BIBU",2018-02-20,2018-08-25,"Excellent",42,185.958333333333,35.9393939393939,19.7333333333333,"ARTR4"
"136","BIBU163_16",32.5833333333333,18.0357625953095,18.0833333333333,12.1710230801236,4.91666666666667,3.46714965938354,0.722222222222222,2.94179317846298,72,"BIBU163",2016,2016-07-22,"Sunset",777,41,94,1899-12-30 11:44:00,1899-12-30 12:32:00,777,21,"BIBU","Spring and Fall","Big Butte","Sunset North",1773.7658691,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",18652.1529826502,17737658.1255393,"No","Yes","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018 (Fall of even years, Spring of odd) ","Range Technician",NA,"All Sites",NA,NA,NA,48,NA,NA,10.35,"ARTR4"
"137","BIBU163_17",40.8793103448276,14.0526298796195,18.3103448275862,9.88034891164527,1.41379310344828,0.701739261784995,0,0,58,"BIBU163",2017,2017-08-03,"Sunset North",21,67,94,1899-12-30 09:00:00,1899-12-30 09:52:00,21,21,"BIBU","Spring and Fall","Big Butte","Sunset North",1773.7658691,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",18652.1529826502,17737658.1255393,"No","Yes","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018 (Fall of even years, Spring of odd) ","Range Technician",NA,"BIBU",2017-05-01,2017-08-09,"Excellent",52,100,33.8214285714286,14.6333333333333,"ARTR4"
"138","BIBU163_18",31.5342465753425,12.3041119953417,16.1780821917808,10.2447038699047,2.17808219178082,1.51237915727932,6.27397260273973,16.854986299784,73,"BIBU163",2018,2018-08-03,"Sunset North",NA,97,101,1899-12-30 12:30:00,1899-12-30 12:59:00,21,21,"BIBU","Spring and Fall","Big Butte","Sunset North",1773.7658691,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",18652.1529826502,17737658.1255393,"No","Yes","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018 (Fall of even years, Spring of odd) ","Crew Leader","MS","BIBU",2018-02-20,2018-08-25,"Excellent",29,185.958333333333,36.6666666666667,21.15,"ARTR4"
"139","BIBU165_16",31.3095238095238,18.8443057715447,16.2738095238095,11.0359229315555,4.29761904761905,3.47375621115998,0.119047619047619,0.766854974504288,84,"BIBU165",2016,2016-07-19,"Sunset",777,37,94,1899-12-30 09:20:00,1899-12-30 10:40:00,777,18,"BIBU","Non-Treatment","Big Butte","Sunset South",3720.5148926,"No",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",28571.4555643333,37205148.6962541,"No",NA,"No",0,0,1,1,1,"Study originall began 2017. Pasture burned 2017, no longer part of study","Crew Leader",NA,"BIBU",NA,NA,NA,80,NA,NA,10.6666666666667,"ARTR4"
"140","BIBU167_16",33.7209302325581,19.5313631118476,19.8604651162791,12.6734208118897,4.93023255813953,3.44977645541552,0.0465116279069767,0.261532890482971,86,"BIBU167",2016,2016-07-19,"Sunset",777,41,94,1899-12-30 01:23:00,1899-12-30 14:14:00,777,18,"BIBU","Non-Treatment","Big Butte","Sunset South",3720.5148926,"No",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",28571.4555643333,37205148.6962541,"No",NA,"No",0,0,1,1,1,"Study originall began 2017. Pasture burned 2017, no longer part of study","Range Technician",NA,"All Sites",NA,NA,NA,771,NA,NA,24.8833333333333,"ARTR4"
"141","BIBU169_16",28.9666666666667,15.4491694326327,14.75,10.4161299296747,4.48333333333333,3.02807018405255,0.666666666666667,3.3276788197907,60,"BIBU169",2016,2016-07-22,"Sunset",777,41,94,1899-12-30 09:34:00,1899-12-30 10:11:00,777,21,"BIBU","Spring and Fall","Big Butte","Sunset North",1773.7658691,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",18652.1529826502,17737658.1255393,"No","Yes","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018 (Fall of even years, Spring of odd) ","Range Technician",NA,"All Sites",NA,NA,NA,37,NA,NA,16.2666666666667,"ARTR4"
"142","BIBU169_17",36.65625,12.7978405296449,17.296875,9.91660414145955,1.609375,1.04831213545076,0,0,64,"BIBU169",2017,2017-08-03,"Sunset North",21,67,94,1899-12-30 12:39:00,1899-12-30 13:23:00,21,21,"BIBU","Spring and Fall","Big Butte","Sunset North",1773.7658691,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",18652.1529826502,17737658.1255393,"No","Yes","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018 (Fall of even years, Spring of odd) ","Range Technician",NA,"BIBU",2017-05-01,2017-08-09,"Excellent",44,100,41.7619047619048,18.3166666666667,"ARTR4"
"143","BIBU169_18",39.7014925373134,10.6415636316501,20.5671641791045,13.4076232054041,2.74626865671642,1.71749715347203,2.97014925373134,7.87010097592942,67,"BIBU169",2018,2018-08-06,"Sunset North",NA,97,94,1899-12-30 09:55:00,1899-12-30 10:35:00,21,21,"BIBU","Spring and Fall","Big Butte","Sunset North",1773.7658691,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",18652.1529826502,17737658.1255393,"No","Yes","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018 (Fall of even years, Spring of odd) ","Crew Leader","MS","BIBU",2018-02-20,2018-08-25,"Excellent",40,185.958333333333,27.4054054054054,18.2,"ARTR4"
"144","BIBU171_16",31.0714285714286,15.9520385050793,14.1785714285714,10.2391532726227,4.69642857142857,3.50542251561592,2.33928571428571,7.44012899622846,56,"BIBU171",2016,2016-07-22,"Sunset",777,41,94,1899-12-30 10:28:00,1899-12-30 11:09:00,777,21,"BIBU","Spring and Fall","Big Butte","Sunset North",1773.7658691,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",18652.1529826502,17737658.1255393,"No","Yes","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018 (Fall of even years, Spring of odd) ","Range Technician",NA,"All Sites",NA,NA,NA,41,NA,NA,13.5,"ARTR4"
"145","BIBU171_17",38.6190476190476,12.8194828497199,14.1666666666667,9.73782333234859,1.78571428571429,1.80156726194254,0,0,42,"BIBU171",2017,2017-08-03,"Sunset North",21,67,94,1899-12-30 10:20:00,1899-12-30 10:53:00,21,21,"BIBU","Spring and Fall","Big Butte","Sunset North",1773.7658691,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",18652.1529826502,17737658.1255393,"No","Yes","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018 (Fall of even years, Spring of odd) ","Range Technician",NA,"BIBU",2017-05-01,2017-08-09,"Excellent",33,100,38.2727272727273,15.7166666666667,"ARTRW8"
"146","BIBU171_18",28.7413793103448,10.7304458546495,14.9137931034483,9.71214555723213,2.06896551724138,1.52018084064488,8.72413793103448,16.1742627516554,58,"BIBU171",2018,2018-08-06,"Sunset North",NA,97,94,1899-12-30 09:05:00,1899-12-30 09:40:00,21,21,"BIBU","Spring and Fall","Big Butte","Sunset North",1773.7658691,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",18652.1529826502,17737658.1255393,"No","Yes","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018 (Fall of even years, Spring of odd) ","Crew Leader","MS","BIBU",2018-02-20,2018-08-25,"Excellent",35,185.958333333333,34.9333333333333,22.7166666666667,"ARTR4"
"147","BIBU173_16",35.6034482758621,12.6170862362817,12.948275862069,8.25773940816077,4.18965517241379,2.55093307010017,0.948275862068966,4.33841435094203,58,"BIBU173",2016,2016-07-20,"Sunset",777,37,94,1899-12-30 12:17:00,1899-12-30 11:11:00,777,18,"BIBU","Non-Treatment","Big Butte","Sunset South",3720.5148926,"No",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",28571.4555643333,37205148.6962541,"No",NA,"No",0,0,1,1,1,"Study originall began 2017. Pasture burned 2017, no longer part of study","Crew Leader",NA,"BIBU",NA,NA,NA,NA,NA,NA,5,"ARTR4"
"148","BIBU173_17",35.0392156862745,13.2619165799122,19,9.52050418832952,1.3921568627451,0.896179253777927,0,0,51,"BIBU173",2017,2017-08-07,"Sunset South",18,74,67,1899-12-30 14:23:00,1899-12-30 14:45:00,18,18,"BIBU","Non-Treatment","Big Butte","Sunset South",3720.5148926,"No",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",28571.4555643333,37205148.6962541,"No",NA,"No",0,0,1,1,1,"Study originall began 2017. Pasture burned 2017, no longer part of study","Range Technician","NE","BIBU",2017-05-01,2017-08-09,"Excellent",22,100,44.9285714285714,15.4333333333333,"PUTR2"
"149","BIBU175_16",33.0705882352941,13.386905680458,16.5882352941176,8.70726860793006,3.8,6.0804135197722,2.07058823529412,5.68160824669456,85,"BIBU175",2016,2016-07-21,"Sunset",777,83,94,1899-12-30 10:40:00,1899-12-30 11:45:00,777,21,"BIBU","Spring and Fall","Big Butte","Sunset North",1773.7658691,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",18652.1529826502,17737658.1255393,"No","Yes","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018 (Fall of even years, Spring of odd) ","Volunteer","WI","JISA",2016-05-25,2016-08-05,"Excellent",65,72,NA,13.3333333333333,"ARTR4"
"150","BIBU175_17",39.7974683544304,11.8130520458011,25.2151898734177,10.9482124592661,1.64556962025316,1.07462545274185,0.0632911392405063,0.562543950463011,79,"BIBU175",2017,2017-08-03,"Sunset North",21,74,3,1899-12-30 08:37:00,1899-12-30 09:06:00,21,21,"BIBU","Spring and Fall","Big Butte","Sunset North",1773.7658691,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",18652.1529826502,17737658.1255393,"No","Yes","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018 (Fall of even years, Spring of odd) ","Range Technician","NE","BIBU",2017-05-01,2017-08-09,"Excellent",29,100,40.8709677419355,20.8833333333333,"ARTR4"
"151","BIBU175_18",31.4939759036145,10.2032676425142,14.6746987951807,8.17209474554233,2.8433734939759,1.61155831047758,8.13253012048193,16.415170767473,83,"BIBU175",2018,2018-08-03,"Sunset North",NA,471057387,10,1899-12-30 09:10:00,1899-12-30 09:48:00,21,21,"BIBU","Spring and Fall","Big Butte","Sunset North",1773.7658691,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",18652.1529826502,17737658.1255393,"No","Yes","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018 (Fall of even years, Spring of odd) ","Research Technician","AL","BIBU",2018-04-09,NA,"Poor",38,NA,26.5641025641026,17.5333333333333,"ARTR4"
"152","BIBU176_16",35.2325581395349,14.1393688340743,16.6279069767442,10.4420490570047,4.05813953488372,2.63172790996061,0.116279069767442,1.07832773203439,86,"BIBU176",2016,2016-07-25,"Sunset",777,37,94,1899-12-30 09:54:00,1899-12-30 10:46:00,777,18,"BIBU","Non-Treatment","Big Butte","Sunset South",3720.5148926,"No",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",28571.4555643333,37205148.6962541,"No",NA,"No",0,0,1,1,1,"Study originall began 2017. Pasture burned 2017, no longer part of study","Crew Leader",NA,"BIBU",NA,NA,NA,52,NA,NA,15.1833333333333,"ARTR4"
"153","BIBU177_16",32.6052631578947,13.2101768318908,14.0394736842105,10.1658786004604,3.42105263157895,2.38474685110593,5.01315789473684,14.9848754158341,76,"BIBU177",2016,2016-07-20,"Sunset",777,37,94,1899-12-30 10:52:00,1899-12-30 11:58:00,777,18,"BIBU","Non-Treatment","Big Butte","Sunset South",3720.5148926,"No",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",28571.4555643333,37205148.6962541,"No",NA,"No",0,0,1,1,1,"Study originall began 2017. Pasture burned 2017, no longer part of study","Crew Leader",NA,"BIBU",NA,NA,NA,66,NA,NA,18.4166666666667,"ARTR4"
"154","BIBU177_17",41.5733333333333,15.579068887048,22.8666666666667,12.8508421570006,1.37333333333333,0.6529213630341,0,0,75,"BIBU177",2017,2017-08-07,"Sunset South",18,74,67,1899-12-30 12:34:00,1899-12-30 13:01:00,18,18,"BIBU","Non-Treatment","Big Butte","Sunset South",3720.5148926,"No",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",28571.4555643333,37205148.6962541,"No",NA,"No",0,0,1,1,1,"Study originall began 2017. Pasture burned 2017, no longer part of study","Range Technician","NE","BIBU",2017-05-01,2017-08-09,"Excellent",27,100,36.75,22.2333333333333,"ARTR4"
"155","BIBU179_16",33.7721518987342,17.0571808828112,19.3164556962025,10.8716808124188,3.9746835443038,2.63591896856263,1.18987341772152,5.98518673394421,79,"BIBU179",2016,2016-07-19,"Sunset",777,41,94,1899-12-30 15:44:00,1899-12-30 16:31:00,777,18,"BIBU","Non-Treatment","Big Butte","Sunset South",3720.5148926,"No",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",28571.4555643333,37205148.6962541,"No",NA,"No",0,0,1,1,1,"Study originall began 2017. Pasture burned 2017, no longer part of study","Range Technician",NA,"All Sites",NA,NA,NA,47,NA,NA,29.05,"ARTR4"
"156","BIBU181_16",28.7027027027027,17.3999919144445,17.2432432432432,12.4260120569172,4.66216216216216,3.1373884394379,2.28378378378378,8.39360531264074,74,"BIBU181",2016,2016-07-21,"Sunset",777,41,94,1899-12-30 11:15:00,1899-12-30 12:01:00,777,18,"BIBU","Non-Treatment","Big Butte","Sunset South",3720.5148926,"No",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",28571.4555643333,37205148.6962541,"No",NA,"No",0,0,1,1,1,"Study originall began 2017. Pasture burned 2017, no longer part of study","Range Technician",NA,"All Sites",NA,NA,NA,46,NA,NA,11.4,"ARTR4"
"157","BIBU181_17",41.1864406779661,19.9684877401881,24.3559322033898,15.7137790532149,1.79661016949153,1.09512494983763,0,0,59,"BIBU181",2017,2017-08-07,"Sunset South",18,74,67,1899-12-30 10:50:00,1899-12-30 11:15:00,18,18,"BIBU","Non-Treatment","Big Butte","Sunset South",3720.5148926,"No",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",28571.4555643333,37205148.6962541,"No",NA,"No",0,0,1,1,1,"Study originall began 2017. Pasture burned 2017, no longer part of study","Range Technician","NE","BIBU",2017-05-01,2017-08-09,"Excellent",25,100,33.1,13.8166666666667,"ARTR4"
"158","BIBU182_16",33.1875,15.3277226709802,15.85,8.95290066848431,4.3,3.99493350018321,0.3125,1.45474996764201,80,"BIBU182",2016,2016-07-18,"Sunset",777,83,37,1899-12-30 10:33:00,1899-12-30 11:25:00,777,21,"BIBU","Spring and Fall","Big Butte","Sunset North",1773.7658691,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",18652.1529826502,17737658.1255393,"No","Yes","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018 (Fall of even years, Spring of odd) ","Volunteer","WI","JISA",2016-05-25,2016-08-05,"Excellent",52,72,NA,19.25,"ARTR4"
"159","BIBU183_16",29.2602739726027,12.0704268971504,15.3424657534247,8.4561272625275,3.78082191780822,2.48465610935098,6.3013698630137,12.2765414640946,73,"BIBU183",2016,2016-07-21,"Sunset",777,83,94,1899-12-30 13:49:00,1899-12-30 15:00:00,777,18,"BIBU","Non-Treatment","Big Butte","Sunset South",3720.5148926,"No",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",28571.4555643333,37205148.6962541,"No",NA,"No",0,0,1,1,1,"Study originall began 2017. Pasture burned 2017, no longer part of study","Volunteer","WI","JISA",2016-05-25,2016-08-05,"Excellent",71,72,NA,8.06666666666667,"ARTRW8"
"160","BIBU183_17",29.6875,11.8400383418513,16.203125,8.31365235478309,1.671875,1.16910883847077,0,0,64,"BIBU183",2017,2017-08-04,"Sunset South",18,67,94,1899-12-30 10:53:00,1899-12-30 11:39:00,18,18,"BIBU","Non-Treatment","Big Butte","Sunset South",3720.5148926,"No",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",28571.4555643333,37205148.6962541,"No",NA,"No",0,0,1,1,1,"Study originall began 2017. Pasture burned 2017, no longer part of study","Range Technician",NA,"BIBU",2017-05-01,2017-08-09,"Excellent",46,100,35.7272727272727,16.1666666666667,"ARTRW8"
"161","BIBU185_16",37.1044776119403,22.9954767148713,16.7462686567164,14.953810990475,3.80597014925373,3.25780557286812,0,0,67,"BIBU185",2016,2016-07-20,"Sunset",777,37,94,1899-12-30 13:38:00,1899-12-30 14:30:00,777,18,"BIBU","Non-Treatment","Big Butte","Sunset South",3720.5148926,"No",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",28571.4555643333,37205148.6962541,"No",NA,"No",0,0,1,1,1,"Study originall began 2017. Pasture burned 2017, no longer part of study","Crew Leader",NA,"BIBU",NA,NA,NA,52,NA,NA,13.1833333333333,"ARTR4"
